colour	x	y	showSelectedlegendcolour	fill
#E76BF3	27	450	Vocational	#E76BF3
#E76BF3	48	1140	Vocational	#E76BF3
#00B0F6	40	600	School	#00B0F6
#E76BF3	50	1270	Vocational	#E76BF3
#E76BF3	28	560	Vocational	#E76BF3
#E76BF3	40	750	Vocational	#E76BF3
#F8766D	79	1610	BachDeg+	#F8766D
#F8766D	40	430	BachDeg+	#F8766D
#E76BF3	45	1220	Vocational	#E76BF3
#E76BF3	58	840	Vocational	#E76BF3
#F8766D	40	760	BachDeg+	#F8766D
#E76BF3	45	710	Vocational	#E76BF3
#A3A500	54	1440	NoQual	#A3A500
#F8766D	42	970	BachDeg+	#F8766D
#A3A500	40	520	NoQual	#A3A500
#A3A500	57	750	NoQual	#A3A500
#A3A500	43	670	NoQual	#A3A500
#E76BF3	45	730	Vocational	#E76BF3
#F8766D	32	510	BachDeg+	#F8766D
#A3A500	50	500	NoQual	#A3A500
#A3A500	40	510	NoQual	#A3A500
#E76BF3	43	1220	Vocational	#E76BF3
#E76BF3	50	1260	Vocational	#E76BF3
#E76BF3	40	940	Vocational	#E76BF3
#E76BF3	33	390	Vocational	#E76BF3
#00BF7D	52	1290	OthPostSec	#00BF7D
#E76BF3	55	440	Vocational	#E76BF3
#F8766D	33	280	BachDeg+	#F8766D
#F8766D	42	1850	BachDeg+	#F8766D
#F8766D	50	3150	BachDeg+	#F8766D
#E76BF3	70	660	Vocational	#E76BF3
#00B0F6	58	650	School	#00B0F6
#E76BF3	38	960	Vocational	#E76BF3
#E76BF3	25	750	Vocational	#E76BF3
#E76BF3	27	570	Vocational	#E76BF3
#00B0F6	39	760	School	#00B0F6
#A3A500	40	670	NoQual	#A3A500
#E76BF3	42	660	Vocational	#E76BF3
#E76BF3	40	850	Vocational	#E76BF3
#F8766D	62	890	BachDeg+	#F8766D
#E76BF3	42	1650	Vocational	#E76BF3
#00BF7D	55	860	OthPostSec	#00BF7D
#00B0F6	39	1060	School	#00B0F6
#A3A500	32	380	NoQual	#A3A500
#00B0F6	40	390	School	#00B0F6
#00B0F6	50	900	School	#00B0F6
#A3A500	78	830	NoQual	#A3A500
#E76BF3	36	390	Vocational	#E76BF3
#00B0F6	23	410	School	#00B0F6
#00B0F6	40	1050	School	#00B0F6
#E76BF3	38	710	Vocational	#E76BF3
#00B0F6	43	640	School	#00B0F6
#F8766D	60	730	BachDeg+	#F8766D
#F8766D	37	540	BachDeg+	#F8766D
#00B0F6	43	610	School	#00B0F6
#00BF7D	21	400	OthPostSec	#00BF7D
#E76BF3	47	790	Vocational	#E76BF3
#00B0F6	8	220	School	#00B0F6
#00B0F6	40	1090	School	#00B0F6
#A3A500	58	1060	NoQual	#A3A500
#E76BF3	57	1450	Vocational	#E76BF3
#E76BF3	40	690	Vocational	#E76BF3
#E76BF3	67	1200	Vocational	#E76BF3
#E76BF3	55	840	Vocational	#E76BF3
#F8766D	54	1000	BachDeg+	#F8766D
#00BF7D	48	470	OthPostSec	#00BF7D
#A3A500	45	410	NoQual	#A3A500
#00B0F6	39	820	School	#00B0F6
#00B0F6	32	710	School	#00B0F6
#A3A500	40	400	NoQual	#A3A500
#E76BF3	58	1270	Vocational	#E76BF3
#00B0F6	50	1570	School	#00B0F6
#E76BF3	45	800	Vocational	#E76BF3
#E76BF3	40	480	Vocational	#E76BF3
#E76BF3	45	770	Vocational	#E76BF3
#00BF7D	45	730	OthPostSec	#00BF7D
#00B0F6	76	730	School	#00B0F6
#F8766D	45	750	BachDeg+	#F8766D
#F8766D	40	1570	BachDeg+	#F8766D
#E76BF3	40	380	Vocational	#E76BF3
#E76BF3	40	450	Vocational	#E76BF3
#A3A500	33	660	NoQual	#A3A500
#00B0F6	21	180	School	#00B0F6
#F8766D	75	1110	BachDeg+	#F8766D
#00B0F6	40	560	School	#00B0F6
#00B0F6	55	880	School	#00B0F6
#00B0F6	42	560	School	#00B0F6
#E76BF3	21	600	Vocational	#E76BF3
#E76BF3	54	620	Vocational	#E76BF3
#F8766D	69	1550	BachDeg+	#F8766D
#00B0F6	89	1160	School	#00B0F6
#E76BF3	48	560	Vocational	#E76BF3
#00B0F6	25	320	School	#00B0F6
#A3A500	46	1200	NoQual	#A3A500
#A3A500	49	650	NoQual	#A3A500
#E76BF3	58	710	Vocational	#E76BF3
#E76BF3	59	860	Vocational	#E76BF3
#F8766D	45	2250	BachDeg+	#F8766D
#E76BF3	40	1070	Vocational	#E76BF3
#F8766D	60	1220	BachDeg+	#F8766D
#00BF7D	74	1310	OthPostSec	#00BF7D
#00BF7D	54	1690	OthPostSec	#00BF7D
#F8766D	40	1970	BachDeg+	#F8766D
#E76BF3	26	500	Vocational	#E76BF3
#F8766D	40	780	BachDeg+	#F8766D
#E76BF3	58	630	Vocational	#E76BF3
#00B0F6	40	650	School	#00B0F6
#E76BF3	40	580	Vocational	#E76BF3
#00B0F6	41	710	School	#00B0F6
#00B0F6	26	460	School	#00B0F6
#00B0F6	12	290	School	#00B0F6
#00B0F6	56	880	School	#00B0F6
#E76BF3	35	720	Vocational	#E76BF3
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	40	870	Vocational	#E76BF3
#A3A500	40	780	NoQual	#A3A500
#00B0F6	54	1470	School	#00B0F6
#00B0F6	40	600	School	#00B0F6
#00B0F6	64	770	School	#00B0F6
#E76BF3	40	820	Vocational	#E76BF3
#A3A500	40	520	NoQual	#A3A500
#00B0F6	65	1290	School	#00B0F6
#E76BF3	40	520	Vocational	#E76BF3
#E76BF3	38	870	Vocational	#E76BF3
#E76BF3	32	1180	Vocational	#E76BF3
#A3A500	39	670	NoQual	#A3A500
#E76BF3	41	740	Vocational	#E76BF3
#00BF7D	35	700	OthPostSec	#00BF7D
#00B0F6	50	720	School	#00B0F6
#F8766D	19	470	BachDeg+	#F8766D
#00B0F6	55	630	School	#00B0F6
#A3A500	28	410	NoQual	#A3A500
#E76BF3	66	860	Vocational	#E76BF3
#E76BF3	40	720	Vocational	#E76BF3
#F8766D	44	1640	BachDeg+	#F8766D
#A3A500	64	670	NoQual	#A3A500
#00B0F6	40	580	School	#00B0F6
#A3A500	50	950	NoQual	#A3A500
#E76BF3	40	740	Vocational	#E76BF3
#00B0F6	60	790	School	#00B0F6
#E76BF3	78	1000	Vocational	#E76BF3
#A3A500	87	1120	NoQual	#A3A500
#00B0F6	51	610	School	#00B0F6
#00B0F6	53	970	School	#00B0F6
#E76BF3	10	380	Vocational	#E76BF3
#E76BF3	70	1150	Vocational	#E76BF3
#00B0F6	53	1010	School	#00B0F6
#F8766D	40	980	BachDeg+	#F8766D
#A3A500	70	630	NoQual	#A3A500
#A3A500	45	630	NoQual	#A3A500
#00BF7D	43	530	OthPostSec	#00BF7D
#E76BF3	40	880	Vocational	#E76BF3
#00B0F6	56	1680	School	#00B0F6
#A3A500	50	1040	NoQual	#A3A500
#E76BF3	40	980	Vocational	#E76BF3
#E76BF3	39	660	Vocational	#E76BF3
#F8766D	40	1320	BachDeg+	#F8766D
#E76BF3	58	680	Vocational	#E76BF3
#E76BF3	45	870	Vocational	#E76BF3
#E76BF3	45	1310	Vocational	#E76BF3
#F8766D	52	1310	BachDeg+	#F8766D
#00B0F6	50	1050	School	#00B0F6
#A3A500	44	500	NoQual	#A3A500
#00BF7D	40	830	OthPostSec	#00BF7D
#E76BF3	50	860	Vocational	#E76BF3
#F8766D	61	1680	BachDeg+	#F8766D
#F8766D	31	1460	BachDeg+	#F8766D
#00BF7D	41	360	OthPostSec	#00BF7D
#A3A500	50	550	NoQual	#A3A500
#A3A500	13	340	NoQual	#A3A500
#F8766D	47	520	BachDeg+	#F8766D
#00B0F6	42	670	School	#00B0F6
#E76BF3	16	370	Vocational	#E76BF3
#E76BF3	15	360	Vocational	#E76BF3
#00B0F6	40	600	School	#00B0F6
#00B0F6	40	510	School	#00B0F6
#00B0F6	55	950	School	#00B0F6
#E76BF3	41	1630	Vocational	#E76BF3
#A3A500	46	680	NoQual	#A3A500
#F8766D	52	1000	BachDeg+	#F8766D
#E76BF3	43	970	Vocational	#E76BF3
#00B0F6	40	650	School	#00B0F6
#E76BF3	37	1130	Vocational	#E76BF3
#00BF7D	44	1050	OthPostSec	#00BF7D
#E76BF3	55	500	Vocational	#E76BF3
#00B0F6	75	500	School	#00B0F6
#E76BF3	40	830	Vocational	#E76BF3
#E76BF3	70	730	Vocational	#E76BF3
#A3A500	40	890	NoQual	#A3A500
#F8766D	47	2330	BachDeg+	#F8766D
#F8766D	11	300	BachDeg+	#F8766D
#E76BF3	64	1710	Vocational	#E76BF3
#A3A500	37	790	NoQual	#A3A500
#00B0F6	70	890	School	#00B0F6
#F8766D	55	1120	BachDeg+	#F8766D
#E76BF3	60	1140	Vocational	#E76BF3
#00B0F6	32	530	School	#00B0F6
#F8766D	45	1280	BachDeg+	#F8766D
#00B0F6	35	690	School	#00B0F6
#F8766D	55	1530	BachDeg+	#F8766D
#E76BF3	40	510	Vocational	#E76BF3
#F8766D	36	840	BachDeg+	#F8766D
#00B0F6	55	870	School	#00B0F6
#00B0F6	45	980	School	#00B0F6
#E76BF3	31	390	Vocational	#E76BF3
#E76BF3	40	1020	Vocational	#E76BF3
#00BF7D	60	1050	OthPostSec	#00BF7D
#00BF7D	38	900	OthPostSec	#00BF7D
#E76BF3	67	1060	Vocational	#E76BF3
#E76BF3	42	1360	Vocational	#E76BF3
#E76BF3	57	1750	Vocational	#E76BF3
#A3A500	47	680	NoQual	#A3A500
#00B0F6	40	860	School	#00B0F6
#A3A500	41	960	NoQual	#A3A500
#E76BF3	43	600	Vocational	#E76BF3
#F8766D	48	1320	BachDeg+	#F8766D
#00B0F6	10	280	School	#00B0F6
#F8766D	45	940	BachDeg+	#F8766D
#A3A500	45	680	NoQual	#A3A500
#00B0F6	12	260	School	#00B0F6
#E76BF3	45	670	Vocational	#E76BF3
#E76BF3	40	800	Vocational	#E76BF3
#A3A500	46	910	NoQual	#A3A500
#E76BF3	60	1270	Vocational	#E76BF3
#A3A500	40	700	NoQual	#A3A500
#00B0F6	40	440	School	#00B0F6
#E76BF3	48	980	Vocational	#E76BF3
#E76BF3	52	710	Vocational	#E76BF3
#E76BF3	40	550	Vocational	#E76BF3
#00B0F6	32	300	School	#00B0F6
#00BF7D	45	1470	OthPostSec	#00BF7D
#00B0F6	53	720	School	#00B0F6
#00B0F6	45	540	School	#00B0F6
#A3A500	46	710	NoQual	#A3A500
#A3A500	9	60	NoQual	#A3A500
#00B0F6	19	220	School	#00B0F6
#F8766D	52	720	BachDeg+	#F8766D
#A3A500	66	560	NoQual	#A3A500
#A3A500	36	630	NoQual	#A3A500
#00BF7D	59	740	OthPostSec	#00BF7D
#F8766D	50	1590	BachDeg+	#F8766D
#00B0F6	45	1050	School	#00B0F6
#E76BF3	50	770	Vocational	#E76BF3
#00BF7D	52	860	OthPostSec	#00BF7D
#A3A500	43	400	NoQual	#A3A500
#00B0F6	57	1230	School	#00B0F6
#00BF7D	50	810	OthPostSec	#00BF7D
#00B0F6	40	1040	School	#00B0F6
#00B0F6	30	620	School	#00B0F6
#E76BF3	40	860	Vocational	#E76BF3
#00B0F6	29	720	School	#00B0F6
#E76BF3	35	660	Vocational	#E76BF3
#E76BF3	43	730	Vocational	#E76BF3
#A3A500	46	690	NoQual	#A3A500
#E76BF3	44	520	Vocational	#E76BF3
#00B0F6	35	610	School	#00B0F6
#A3A500	51	450	NoQual	#A3A500
#E76BF3	41	1820	Vocational	#E76BF3
#A3A500	45	480	NoQual	#A3A500
#E76BF3	36	1230	Vocational	#E76BF3
#E76BF3	40	870	Vocational	#E76BF3
#00BF7D	40	430	OthPostSec	#00BF7D
#E76BF3	30	410	Vocational	#E76BF3
#A3A500	63	1540	NoQual	#A3A500
#00BF7D	37	1150	OthPostSec	#00BF7D
#E76BF3	65	2280	Vocational	#E76BF3
#00B0F6	40	810	School	#00B0F6
#F8766D	56	1660	BachDeg+	#F8766D
#A3A500	45	670	NoQual	#A3A500
#00B0F6	40	880	School	#00B0F6
#E76BF3	53	730	Vocational	#E76BF3
#E76BF3	38	3000	Vocational	#E76BF3
#00B0F6	25	750	School	#00B0F6
#E76BF3	40	1740	Vocational	#E76BF3
#00B0F6	30	620	School	#00B0F6
#00B0F6	33	350	School	#00B0F6
#E76BF3	35	1180	Vocational	#E76BF3
#A3A500	47	1020	NoQual	#A3A500
#E76BF3	52	1200	Vocational	#E76BF3
#00BF7D	38	1910	OthPostSec	#00BF7D
#E76BF3	45	1210	Vocational	#E76BF3
#A3A500	78	1150	NoQual	#A3A500
#E76BF3	40	500	Vocational	#E76BF3
#E76BF3	40	610	Vocational	#E76BF3
#00BF7D	40	640	OthPostSec	#00BF7D
#00BF7D	36	480	OthPostSec	#00BF7D
#00BF7D	30	570	OthPostSec	#00BF7D
#E76BF3	60	810	Vocational	#E76BF3
#00BF7D	39	730	OthPostSec	#00BF7D
#E76BF3	50	730	Vocational	#E76BF3
#F8766D	38	1200	BachDeg+	#F8766D
#E76BF3	41	1510	Vocational	#E76BF3
#A3A500	40	930	NoQual	#A3A500
#E76BF3	40	1450	Vocational	#E76BF3
#00BF7D	25	860	OthPostSec	#00BF7D
#F8766D	21	1850	BachDeg+	#F8766D
#A3A500	40	680	NoQual	#A3A500
#00BF7D	45	660	OthPostSec	#00BF7D
#A3A500	55	1000	NoQual	#A3A500
#E76BF3	40	460	Vocational	#E76BF3
#A3A500	49	1050	NoQual	#A3A500
#A3A500	40	560	NoQual	#A3A500
#00BF7D	31	790	OthPostSec	#00BF7D
#E76BF3	40	750	Vocational	#E76BF3
#E76BF3	45	420	Vocational	#E76BF3
#E76BF3	50	2390	Vocational	#E76BF3
#E76BF3	55	1360	Vocational	#E76BF3
#00B0F6	40	730	School	#00B0F6
#F8766D	17	1060	BachDeg+	#F8766D
#00B0F6	45	820	School	#00B0F6
#F8766D	65	1110	BachDeg+	#F8766D
#E76BF3	40	670	Vocational	#E76BF3
#00B0F6	34	850	School	#00B0F6
#E76BF3	49	1580	Vocational	#E76BF3
#E76BF3	50	1180	Vocational	#E76BF3
#F8766D	48	540	BachDeg+	#F8766D
#00B0F6	38	410	School	#00B0F6
#E76BF3	40	1860	Vocational	#E76BF3
#00B0F6	50	1020	School	#00B0F6
#A3A500	35	580	NoQual	#A3A500
#E76BF3	40	620	Vocational	#E76BF3
#E76BF3	41	1700	Vocational	#E76BF3
#00BF7D	37	1140	OthPostSec	#00BF7D
#E76BF3	40	700	Vocational	#E76BF3
#A3A500	66	550	NoQual	#A3A500
#00B0F6	42	1180	School	#00B0F6
#E76BF3	40	450	Vocational	#E76BF3
#E76BF3	3	800	Vocational	#E76BF3
#F8766D	60	1620	BachDeg+	#F8766D
#00B0F6	40	520	School	#00B0F6
#00B0F6	52	840	School	#00B0F6
#E76BF3	69	760	Vocational	#E76BF3
#A3A500	40	580	NoQual	#A3A500
#F8766D	58	740	BachDeg+	#F8766D
#00B0F6	35	310	School	#00B0F6
#F8766D	45	1280	BachDeg+	#F8766D
#F8766D	90	2080	BachDeg+	#F8766D
#A3A500	30	300	NoQual	#A3A500
#E76BF3	40	660	Vocational	#E76BF3
#E76BF3	31	2140	Vocational	#E76BF3
#E76BF3	50	1490	Vocational	#E76BF3
#F8766D	47	5230	BachDeg+	#F8766D
#00B0F6	22	450	School	#00B0F6
#E76BF3	60	870	Vocational	#E76BF3
#E76BF3	40	550	Vocational	#E76BF3
#00B0F6	45	1480	School	#00B0F6
#E76BF3	40	1370	Vocational	#E76BF3
#00B0F6	31	500	School	#00B0F6
#E76BF3	40	690	Vocational	#E76BF3
#F8766D	36	1070	BachDeg+	#F8766D
#E76BF3	45	720	Vocational	#E76BF3
#E76BF3	40	1050	Vocational	#E76BF3
#E76BF3	60	1420	Vocational	#E76BF3
#E76BF3	38	1100	Vocational	#E76BF3
#F8766D	44	930	BachDeg+	#F8766D
#A3A500	29	370	NoQual	#A3A500
#E76BF3	43	1020	Vocational	#E76BF3
#E76BF3	36	440	Vocational	#E76BF3
#E76BF3	49	1060	Vocational	#E76BF3
#E76BF3	50	1050	Vocational	#E76BF3
#F8766D	53	1030	BachDeg+	#F8766D
#00BF7D	38	1930	OthPostSec	#00BF7D
#F8766D	33	1760	BachDeg+	#F8766D
#E76BF3	60	730	Vocational	#E76BF3
#00B0F6	52	1220	School	#00B0F6
#A3A500	37	630	NoQual	#A3A500
#A3A500	30	640	NoQual	#A3A500
#00B0F6	40	570	School	#00B0F6
#00B0F6	47	780	School	#00B0F6
#A3A500	21	820	NoQual	#A3A500
#E76BF3	40	690	Vocational	#E76BF3
#A3A500	40	540	NoQual	#A3A500
#F8766D	55	1040	BachDeg+	#F8766D
#F8766D	45	710	BachDeg+	#F8766D
#E76BF3	50	1170	Vocational	#E76BF3
#00B0F6	40	770	School	#00B0F6
#E76BF3	41	690	Vocational	#E76BF3
#A3A500	46	670	NoQual	#A3A500
#E76BF3	50	2080	Vocational	#E76BF3
#A3A500	48	380	NoQual	#A3A500
#E76BF3	40	890	Vocational	#E76BF3
#F8766D	15	460	BachDeg+	#F8766D
#00B0F6	40	1100	School	#00B0F6
#E76BF3	40	670	Vocational	#E76BF3
#00B0F6	43	410	School	#00B0F6
#00BF7D	72	630	OthPostSec	#00BF7D
#F8766D	41	310	BachDeg+	#F8766D
#A3A500	19	200	NoQual	#A3A500
#A3A500	40	890	NoQual	#A3A500
#E76BF3	45	810	Vocational	#E76BF3
#E76BF3	66	1030	Vocational	#E76BF3
#00BF7D	40	580	OthPostSec	#00BF7D
#E76BF3	45	1560	Vocational	#E76BF3
#E76BF3	15	430	Vocational	#E76BF3
#E76BF3	39	730	Vocational	#E76BF3
#A3A500	27	240	NoQual	#A3A500
#E76BF3	45	720	Vocational	#E76BF3
#F8766D	45	1410	BachDeg+	#F8766D
#E76BF3	45	1100	Vocational	#E76BF3
#E76BF3	40	670	Vocational	#E76BF3
#E76BF3	48	910	Vocational	#E76BF3
#00B0F6	40	1020	School	#00B0F6
#00B0F6	29	320	School	#00B0F6
#A3A500	22	540	NoQual	#A3A500
#00B0F6	49	800	School	#00B0F6
#A3A500	40	630	NoQual	#A3A500
#00B0F6	40	710	School	#00B0F6
#00B0F6	14	190	School	#00B0F6
#E76BF3	47	900	Vocational	#E76BF3
#F8766D	90	1330	BachDeg+	#F8766D
#E76BF3	60	940	Vocational	#E76BF3
#E76BF3	38	420	Vocational	#E76BF3
#A3A500	50	950	NoQual	#A3A500
#E76BF3	22	1390	Vocational	#E76BF3
#A3A500	19	180	NoQual	#A3A500
#E76BF3	53	1030	Vocational	#E76BF3
#E76BF3	40	570	Vocational	#E76BF3
#E76BF3	29	570	Vocational	#E76BF3
#E76BF3	53	1080	Vocational	#E76BF3
#00BF7D	45	640	OthPostSec	#00BF7D
#00B0F6	40	390	School	#00B0F6
#E76BF3	54	640	Vocational	#E76BF3
#E76BF3	40	490	Vocational	#E76BF3
#F8766D	38	860	BachDeg+	#F8766D
#E76BF3	41	770	Vocational	#E76BF3
#E76BF3	79	660	Vocational	#E76BF3
#00B0F6	40	570	School	#00B0F6
#F8766D	45	520	BachDeg+	#F8766D
#E76BF3	42	560	Vocational	#E76BF3
#E76BF3	40	920	Vocational	#E76BF3
#E76BF3	50	1150	Vocational	#E76BF3
#E76BF3	65	750	Vocational	#E76BF3
#E76BF3	45	640	Vocational	#E76BF3
#00BF7D	28	570	OthPostSec	#00BF7D
#00B0F6	30	600	School	#00B0F6
#00BF7D	46	800	OthPostSec	#00BF7D
#F8766D	56	770	BachDeg+	#F8766D
#00B0F6	40	1190	School	#00B0F6
#F8766D	42	2440	BachDeg+	#F8766D
#A3A500	65	890	NoQual	#A3A500
#E76BF3	40	520	Vocational	#E76BF3
#00B0F6	0	4580	School	#00B0F6
#E76BF3	40	720	Vocational	#E76BF3
#E76BF3	19	630	Vocational	#E76BF3
#E76BF3	16	280	Vocational	#E76BF3
#E76BF3	13	330	Vocational	#E76BF3
#A3A500	56	580	NoQual	#A3A500
#F8766D	45	1130	BachDeg+	#F8766D
#E76BF3	42	810	Vocational	#E76BF3
#A3A500	47	780	NoQual	#A3A500
#00BF7D	33	660	OthPostSec	#00BF7D
#E76BF3	45	920	Vocational	#E76BF3
#E76BF3	50	550	Vocational	#E76BF3
#A3A500	45	770	NoQual	#A3A500
#A3A500	43	840	NoQual	#A3A500
#00B0F6	40	920	School	#00B0F6
#E76BF3	50	400	Vocational	#E76BF3
#E76BF3	60	890	Vocational	#E76BF3
#F8766D	36	840	BachDeg+	#F8766D
#A3A500	25	330	NoQual	#A3A500
#00BF7D	133	1150	OthPostSec	#00BF7D
#A3A500	57	830	NoQual	#A3A500
#E76BF3	42	1140	Vocational	#E76BF3
#F8766D	40	1000	BachDeg+	#F8766D
#A3A500	40	530	NoQual	#A3A500
#E76BF3	38	1960	Vocational	#E76BF3
#F8766D	37	600	BachDeg+	#F8766D
#E76BF3	40	470	Vocational	#E76BF3
#E76BF3	40	1350	Vocational	#E76BF3
#F8766D	45	820	BachDeg+	#F8766D
#00BF7D	60	920	OthPostSec	#00BF7D
#F8766D	37	820	BachDeg+	#F8766D
#00BF7D	35	470	OthPostSec	#00BF7D
#E76BF3	40	630	Vocational	#E76BF3
#A3A500	46	680	NoQual	#A3A500
#E76BF3	45	820	Vocational	#E76BF3
#E76BF3	48	1040	Vocational	#E76BF3
#F8766D	29	430	BachDeg+	#F8766D
#E76BF3	40	950	Vocational	#E76BF3
#E76BF3	48	610	Vocational	#E76BF3
#A3A500	30	440	NoQual	#A3A500
#E76BF3	50	860	Vocational	#E76BF3
#F8766D	60	1620	BachDeg+	#F8766D
#E76BF3	76	1150	Vocational	#E76BF3
#A3A500	51	810	NoQual	#A3A500
#E76BF3	40	840	Vocational	#E76BF3
#F8766D	8	230	BachDeg+	#F8766D
#F8766D	37	670	BachDeg+	#F8766D
#A3A500	50	1120	NoQual	#A3A500
#E76BF3	45	990	Vocational	#E76BF3
#E76BF3	45	1170	Vocational	#E76BF3
#A3A500	23	380	NoQual	#A3A500
#E76BF3	41	620	Vocational	#E76BF3
#00B0F6	42	700	School	#00B0F6
#E76BF3	39	560	Vocational	#E76BF3
#E76BF3	40	800	Vocational	#E76BF3
#00BF7D	48	550	OthPostSec	#00BF7D
#00BF7D	28	650	OthPostSec	#00BF7D
#A3A500	26	200	NoQual	#A3A500
#F8766D	50	1340	BachDeg+	#F8766D
#A3A500	53	870	NoQual	#A3A500
#00B0F6	25	440	School	#00B0F6
#A3A500	50	840	NoQual	#A3A500
#E76BF3	52	2490	Vocational	#E76BF3
#A3A500	32	650	NoQual	#A3A500
